Wage_Euro,Value_Euro,Name,Age,Nationality,Overall,Potential,Club,Special,Acceleration,Aggression,Agility
2000,825000,M. Hairston,23,United States,66,69,Colorado Rapids,1768,77,65,76
2000,850000,R. Harakawa,23,Japan,66,71,Sagan Tosu,1790,84,37,87
4000,1000000,A. Guðmundsson,20,Iceland,66,75,PSV,1636,73,48,68
8000,1100000,G. Waldschmidt,21,Germany,66,76,Hamburger SV,1543,76,38,76
2000,675000,A. Sedlar,25,Serbia,66,69,Piast Gliwice,1450,64,72,69
4000,550000,Jeong Hyuk,31,Korea Republic,66,66,Jeonbuk Hyundai Motors,1876,55,72,92
3000,625000,Antonio Martínez,27,Spain,66,68,C.D. Leonesa S.A.D.,1704,70,78,84
4000,700000,O. Benítez,26,Argentina,66,70,Gimnasia y Esgrima La Plata,1449,51,65,38
2000,700000,C. Dean,24,United States,66,70,Chicago Fire Soccer Club,1358,50,80,39
0,0,T. Hamed,28,Egypt,66,67,,1815,66,55,59
8000,425000,D. Fox,31,Scotland,66,66,Nottingham Forest,1826,55,69,64
3000,850000,J. Mæhle,20,Denmark,66,75,KRC Genk,1667,84,62,64
2000,575000,K. Tokura,31,Japan,66,66,Hokkaido Consadole Sapporo,1599,73,79,63
2000,850000,S. Alami,24,Morocco,66,71,Paris FC,1664,75,53,74
2000,625000,P. Hanlon,27,Scotland,66,68,Hibernian,1557,74,62,80
1000,650000,H. Dahmani,29,Germany,66,66,SC Fortuna Köln,1679,74,59,74
4000,600000,T. Umesaki,30,Japan,66,66,Urawa Red Diamonds,1731,70,41,73
1000,1000000,F. Knudsen,20,Norway,66,78,FK Haugesund,1371,53,72,45
4000,625000,N. Thompson,26,England,66,67,Portsmouth,1665,73,65,74
0,0,I. Salah,30,Egypt,66,66,,1806,72,77,65
1000,750000,J. Zuluaga,24,Colombia,66,72,Jaguares Fútbol Club,1609,75,61,71
3000,950000,A. Boljević,21,Montenegro,66,74,Waasland-Beveren,1611,78,47,76
5000,900000,S. Moore,20,United States,66,76,Levante UD,1729,77,57,75
2000,750000,J. Elliott,21,England,66,72,Philadelphia Union,1380,56,71,41
2000,400000,M. Ranégie,33,Sweden,66,66,BK Häcken,1484,31,56,31
4000,650000,C. Klem,26,Austria,66,69,Wolfsberger AC,1752,88,64,90
3000,600000,A. Martin,27,England,66,67,Oxford United,1404,60,62,53
3000,700000,D. Miloc,26,Argentina,66,70,Atlético Tucumán,1698,64,66,67
1000,825000,J. Nadeau,22,France,66,74,Hansa Rostock,1496,63,69,59
1000,180000,J. Cano,34,Colombia,66,66,La Equidad,1607,65,59,69
4000,600000,N. Adams,30,Wales,66,66,Carlisle United,1697,84,51,70
2000,900000,A. Sigurðarson,23,Iceland,66,73,Tromsø IL,1671,80,40,73
5000,775000,L. Van Eenoo,26,Belgium,66,68,KV Kortrijk,1787,63,62,71
2000,90000,M. Donati,36,Italy,66,66,Hamilton Academical FC,1738,47,80,58
1000,350000,R. Kazior,34,Germany,66,66,Werder Bremen II,1718,74,66,66
6000,475000,A. Cherevko,29,Russia,66,66,FC SKA-Energiya Khabarovsk,1728,73,39,70
2000,475000,L. Carteldo,29,Chile,66,66,Audax Italiano,1769,75,68,56
4000,625000,L. James,29,Wales,66,66,Exeter City,1757,51,50,67
2000,625000,Ricardo Santos,30,Brazil,66,66,Cerezo Osaka,1638,52,64,55
2000,425000,J. Placide,29,Haiti,66,66,Oldham Athletic,1047,53,29,38
2000,550000,Y. Thuram,28,France,66,68,Le Havre AC,1151,39,15,67
2000,875000,C. Edwards,23,England,66,72,Östersunds FK,1819,71,69,76
4000,850000,J. Willis,22,England,66,75,Coventry City,1540,76,64,74
2000,850000,A. Bell,23,England,66,75,Fleetwood Town,1677,86,63,64
4000,675000,C. Lema,26,Argentina,66,69,Belgrano de Córdoba,1355,34,75,33
2000,975000,D. Crowley,19,England,66,75,Willem II,1667,76,53,74
4000,675000,Y. Mutō,28,Japan,66,66,Urawa Red Diamonds,1727,77,44,71
3000,575000,O. Vera,31,Mexico,66,66,Tiburones Rojos de Veracruz,1799,77,51,73
6000,875000,L. Hufnagel,23,Georgia,66,72,1. FC Nürnberg,1687,75,39,76
1000,90000,M. Zappino,36,Brazil,66,66,Frosinone,1110,49,43,42
4000,675000,R. Lentini,28,Argentina,66,66,Bahía Blanca,1688,74,49,76
8000,625000,N. Lomb,23,Germany,66,71,Bayer 04 Leverkusen,1073,38,27,47
2000,525000,J. McLaughlin,28,Scotland,66,67,Heart of Midlothian,1171,55,39,60
1000,270000,S. Ernemann,35,Denmark,66,66,Viking FK,1835,69,66,62
2000,925000,M. Lundemo,23,Norway,66,74,Rosenborg BK,1731,57,57,65
2000,900000,B. Konaté,21,France,66,73,AJ Auxerre,1693,63,59,65
3000,625000,C. McCann,29,Republic of Ireland,66,66,Atlanta United FC,1826,61,78,62
7000,1200000,F. Neuhaus,20,Germany,66,78,Fortuna Düsseldorf,1612,68,44,74
1000,875000,R. Norodien,22,South Africa,66,72,Orlando Pirates,1514,82,30,73
2000,825000,A. Crognale,22,United States,66,74,Columbus Crew SC,1439,58,71,52
2000,650000,O. Bozanic,28,Australia,66,66,Ventforet Kofu,1821,77,33,75
7000,425000,A. Blanco,29,Mexico,66,66,Pachuca,1104,57,21,64
3000,425000,Kwak Kwang Sun,31,Korea Republic,66,66,Suwon Samsung Bluewings,1679,49,65,65
1000,375000,M. Pfitzner,32,Germany,66,66,Werder Bremen II,1827,57,80,68
7000,875000,R. Fiamozzi,24,Italy,66,72,Bari,1769,76,62,73
1000,800000,L. Lezzerini,22,Italy,66,76,Avellino,1074,46,24,39
3000,850000,R. Vloet,22,Netherlands,66,71,NAC Breda,1742,64,56,60
4000,825000,I. Depe,24,Turkey,66,69,Kardemir Karabükspor,1617,79,48,77
4000,825000,J. Elías,21,Argentina,66,74,Newell's Old Boys,1696,71,73,69
1000,1200000,M. Sáček,20,Czech Republic,66,79,Sparta Praha,1722,72,59,73
0,0,Zhao Mingjian,29,China PR,66,66,,1727,73,69,67
2000,475000,A. Osman,30,Ghana,66,66,Partick Thistle F.C.,1626,65,76,57
3000,675000,D. Wotherspoon,27,Scotland,66,66,St. Johnstone FC,1813,80,58,74
2000,875000,F. Boli,23,Ivory Coast,66,71,Stabæk Fotball,1575,77,49,70
2000,900000,J. McGinn,22,Scotland,66,73,Hibernian,1893,70,75,78
2000,700000,B. Traoré,24,France,66,70,Le Havre AC,1612,75,68,60
6000,250000,T. Høgli,33,Norway,66,66,FC København,1685,55,70,72
2000,900000,R. Mulumba,24,DR Congo,66,73,GFC Ajaccio,1798,55,62,58
1000,850000,M. Høibråten,22,Norway,66,75,Strømsgodset IF,1556,65,75,64
8000,850000,M. Domínguez,17,Mexico,66,75,Monterrey,1669,69,40,74
4000,270000,K. Nolan,35,England,66,66,Notts County,1857,33,83,56
4000,775000,J. Magennis,26,Northern Ireland,66,67,Charlton Athletic,1757,83,70,61
5000,675000,W. Owusu,27,Ghana,66,66,Royal Antwerp FC,1737,63,68,69
3000,875000,Z. Ismail,23,England,66,72,Walsall,1534,88,43,74
5000,875000,A. Al Salem,24,Saudi Arabia,66,72,Al Fayha,1781,64,57,67
5000,825000,L. Guwara,21,Germany,66,74,1. FC Kaiserslautern,1619,68,70,64
2000,675000,M. Musaka,26,Japan,66,66,Shimizu S-Pulse,1748,64,49,68
3000,750000,M. Sarr,23,France,66,72,Charlton Athletic,1417,35,64,35
6000,850000,C. Monschein,24,Austria,66,70,FK Austria Wien,1512,77,32,74
2000,350000,A. Harris,32,St Kitts Nevis,66,66,FC Dallas,1839,60,81,59
9000,1000000,L. Crecco,21,Italy,66,76,Lazio,1723,68,68,57
3000,500000,D. Charles,29,England,66,66,AFC Wimbledon,1720,50,81,71
2000,675000,R. Riski,27,Finland,66,66,Odds BK,1809,83,51,85
3000,825000,D. Batubinsika,21,France,66,74,Royal Antwerp FC,1449,63,71,49
4000,600000,J. Mansilla,30,Argentina,66,66,Club Atlético Tigre,1841,76,75,71
4000,600000,B. Parlak,27,Turkey,66,67,Alanyaspor,1600,41,67,64
6000,975000,O. Rodríguez,20,Mexico,66,77,Club León,1662,70,54,70
3000,350000,Pedrinho,32,Portugal,66,66,CD Aves,1731,69,70,74
13000,675000,J. Enríquez,26,Mexico,66,69,Santos Laguna,1737,42,68,61
2000,475000,Park Jin Po,29,Korea Republic,66,66,Jeju United FC,1815,85,67,86
4000,550000,E. Alushi,31,Kosovo,66,66,1. FC Nürnberg,1754,52,53,52
1000,260000,P. Lezceno,33,Chile,66,66,Deportes Iquique,1692,43,59,44
3000,575000,R. Feczesin,31,Hungary,66,66,Jeonnam Dragons,1688,66,55,71
7000,575000,César Ortiz,28,Spain,66,67,SV Mattersburg,1424,40,71,41
4000,1000000,A. Doffo,22,Argentina,66,75,Vélez Sarsfield,1571,73,33,61
3000,975000,M. Stevanović,21,Serbia,66,77,Kayserispor,1601,66,68,68
3000,925000,O. Azubuike,20,Nigeria,66,76,Evkur Yeni Malatyaspor,1598,56,53,58
4000,575000,Leandrinho,31,Brazil,66,66,Medicana Sivasspor,1601,76,34,73
4000,775000,J. Obika,26,England,66,67,Oxford United,1575,72,50,64
3000,1000000,J. Amoah,22,Ghana,66,76,Vitória Guimarães,1679,76,71,74
2000,150000,B. Carroll,35,United States,66,66,Philadelphia Union,1671,57,63,60
1000,475000,A. Russo,30,Italy,66,66,Frosinone,1326,54,65,51
2000,260000,A. Busteño,33,Chile,66,66,CD Huachipato,1528,49,68,44
4000,375000,H. Otani,32,Japan,66,66,Kashiwa Reysol,1517,56,52,52
4000,625000,R. Şimşek,26,Turkey,66,68,Medicana Sivasspor,1698,77,67,78
2000,650000,J. Nilsen,26,Norway,66,69,Odds BK,1831,70,67,74
3000,500000,Kim Dong Woo,29,Korea Republic,66,66,Daegu FC,1505,54,67,64
4000,925000,L. Miranda,23,Argentina,66,74,Defensa y Justicia,1850,79,70,82
2000,475000,A. Imperiale,30,Argentina,66,66,San Jose Earthquakes,1409,50,69,54
5000,975000,Rafa Mir,19,Spain,66,75,Valencia CF,1565,67,32,55
2000,775000,A. Barada,26,Japan,66,69,Omiya Ardija,1693,64,59,70
2000,500000,O. Sissoko,29,Mali,66,67,Le Havre AC,1013,58,15,21
5000,750000,C. Lykogiannis,23,Greece,66,72,SK Sturm Graz,1835,75,56,40
2000,650000,S. Hertner,26,Germany,66,69,FC Erzgebirge Aue,1752,73,62,70
2000,875000,A. Þrándarson,22,Iceland,66,72,Aalesunds FK,1799,74,56,73
3000,500000,C. Warner,29,United States,66,66,Minnesota Thunder,1835,60,75,73
2000,650000,T. Guerbert,28,France,66,66,Clermont Foot 63,1829,76,59,84
3000,1000000,J. McCarthy,21,England,66,78,Barnsley,1737,72,66,65
11000,425000,J. Wright,31,England,66,66,Sheffield United,1489,66,58,67
2000,400000,J. Adelalla,33,Chile,66,66,Curicó Unido,1812,65,60,70
2000,650000,M. Mustacchio,28,Italy,66,66,Perugia,1765,91,46,81
2000,900000,T. Vion,23,France,66,72,Chamois Niortais FC,1545,60,56,52
4000,800000,L. Sekulski,26,Poland,66,68,Jagiellonia Białystok,1535,79,65,68
2000,625000,J. Calesti,29,Chile,66,66,Audax Italiano,1779,74,61,80
4000,575000,M. Guevgeozián,31,Armenia,66,66,Newell's Old Boys,1425,56,38,58
0,0,G. Viscarra,24,Bolivia,66,71,,909,26,26,23
1000,675000,J. Dem,24,Germany,66,69,Chemnitzer FC,1688,75,78,76
5000,575000,I. Lapshov,18,Russia,66,68,Lokomotiv Moscow,1647,65,62,70
7000,1200000,B. Mason,19,England,66,80,Watford,1671,80,64,64
1000,775000,P. Türpitz,25,Germany,66,67,1. FC Magdeburg,1652,82,49,77
9000,200000,A. Ateef,34,Saudi Arabia,66,66,Al Shabab,1879,62,78,76
13000,625000,T. Çamdal,26,Turkey,66,67,Galatasaray SK,1846,84,62,81
8000,375000,G. Halford,32,England,66,66,Cardiff City,1742,51,64,57
3000,750000,Eddy,24,Azerbaijan,66,72,Gimnàstic de Tarragona,1818,67,77,77
2000,900000,B. Ould-Chikh,19,Morocco,66,73,FC Utrecht,1656,85,34,85
2000,775000,Pedro Monteiro,23,Portugal,66,73,Estoril Praia,1352,32,65,40
2000,425000,R. Schiavi,31,Italy,66,66,Salernitana,1473,34,80,46
1000,925000,F. Ondoa,21,Cameroon,66,78,Sevilla Atlético,1202,50,19,67
2000,1000000,D. Sallói,20,Hungary,66,75,Sporting Kansas City,1589,75,65,71
2000,750000,K. Yamamura,27,Japan,66,67,Cerezo Osaka,1817,61,55,51
1000,675000,B. Jayiya,27,South Africa,66,66,Kaizer Chiefs,1736,81,50,70
4000,500000,J. Huyghebaert,28,Belgium,66,66,Royal Excel Mouscron,1696,67,66,69
2000,400000,E. Bush,31,United States,66,66,Montreal Impact,1128,49,45,40
4000,500000,N. De Schutter,28,Belgium,66,66,Waasland-Beveren,1635,55,75,59
1000,900000,C. Flórez,22,Colombia,66,76,Alianza Petrolera,1662,71,50,60
2000,750000,B. Youssouf,23,France,66,72,AJ Auxerre,1603,76,65,54
3000,750000,T. Ebuehi,21,Nigeria,66,72,ADO Den Haag,1674,86,66,69
4000,800000,C. Özdemir,24,Turkey,66,68,Medicana Sivasspor,1724,68,40,68
3000,850000,C. Knasmüllner,25,Austria,66,71,FC Admira Wacker Mödling,1681,68,48,77
3000,325000,A. Hadouir,34,Netherlands,66,66,Excelsior,1647,62,69,70
9000,750000,M. Al Fatil,25,Saudi Arabia,66,72,Al Ahli,1391,61,56,58
13000,1400000,O. Ejaria,19,England,66,81,Liverpool,1703,71,46,61
1000,575000,J. Acquistapace,28,Germany,66,67,Sportfreunde Lotte,1472,58,70,56
7000,800000,G. Long,23,England,66,76,AFC Wimbledon,1066,30,31,43
4000,750000,J. Grimmer,23,Scotland,66,72,Coventry City,1702,79,42,78
4000,750000,J. Bandowski,23,Germany,66,73,VfL Bochum,1693,81,66,64
18000,900000,M. Pennington,22,England,66,76,Leeds United,1547,71,60,49
3000,280000,N. Ferreira,35,Portugal,66,66,FC Thun,1823,65,75,82
1000,525000,D. Stahl,28,Germany,66,66,SpVgg Unterhaching,1805,67,83,64
6000,500000,F. Koch,28,Austria,66,66,SK Sturm Graz,1735,79,60,80
2000,950000,R. McLaughlin,22,Northern Ireland,66,74,Oldham Athletic,1756,82,60,70
3000,750000,R. Saravia,24,Argentina,66,72,Racing Club de Avellaneda,1635,74,83,72
2000,650000,M. Goblet,22,Belgium,66,72,Waasland-Beveren,1122,51,17,56
3000,875000,Alain Oyarzun,23,Spain,66,72,Real Zaragoza,1718,75,58,78
0,0,D. Claasen,27,South Africa,66,66,,1868,83,71,82
5000,700000,J. Jeggo,25,Australia,66,70,SK Sturm Graz,1808,70,81,71
1000,90000,M. Restrepo,36,Colombia,66,66,La Equidad,1724,58,61,76
6000,575000,R. Gartler,31,Austria,66,66,LASK Linz,1644,68,65,74
2000,260000,R. Cierzniak,34,Poland,66,66,Legia Warszawa,1176,36,33,58
2000,750000,Pité,22,Portugal,66,73,Tondela,1728,62,70,58
3000,825000,L. Gugganig,22,Austria,66,74,SpVgg Greuther Fürth,1667,63,55,56
3000,425000,A. Hayashi,30,Japan,66,66,F.C. Tokyo,1276,52,25,56
16000,575000,A. Donnarumma,26,Italy,66,70,Milan,930,13,17,30
1000,200000,K. Bakırcıoğlu,36,Sweden,66,66,Hammarby IF,1693,47,43,56
2000,950000,C. Eiting,19,Netherlands,66,77,Ajax,1748,66,68,70
5000,675000,M. Çelik,27,Turkey,66,66,Akhisar Belediyespor,1612,77,50,78
2000,875000,A. Gomis,25,Senegal,66,71,US Orléans Loiret Football,1520,81,38,75
4000,675000,A. Juel Andersen,26,Denmark,66,69,Aarhus GF,1727,80,74,68
5000,650000,L. Quintana,25,Mexico,66,68,U.N.A.M.,1545,59,70,59
2000,750000,Moi Delgado,23,Spain,66,73,FC Barcelona B,1642,69,62,63
2000,725000,A. Sebrino,25,Chile,66,66,CD Palestino,1764,85,74,68
2000,650000,Victor Massaia,25,Brazil,66,68,Grupo Desportivo de Chaves,1373,48,60,44
3000,675000,M. Dembélé,28,Mali,66,66,Le Havre AC,1623,82,37,79
3000,825000,H. Hansson,24,Faroe Islands,66,69,AC Horsens,1725,77,77,73
1000,500000,M. Appiah,29,Germany,66,66,VfL Osnabrück,1562,74,58,57
3000,625000,Sin Se Gye,26,Korea Republic,66,67,Sangju Sangmu FC,1834,78,75,82
6000,750000,J. Giraudon,25,France,66,72,ES Troyes AC,1536,66,64,55
2000,625000,K. Opare,26,United States,66,67,D.C. United,1503,56,71,56
2000,725000,H. Cummings,25,Panama,66,71,San Jose Earthquakes,1497,69,68,54
3000,325000,H. Yılmaz,33,Turkey,66,66,Alanyaspor,925,31,21,37
5000,575000,C. O'Grady,31,England,66,66,Chesterfield,1585,57,63,65
4000,750000,T. Kløve,26,Denmark,66,67,SønderjyskE,1696,79,43,
4000,750000,João Silva,27,Portugal,66,67,CD Feirense,1513,65,67,59
2000,725000,F. Alashe,23,United States,66,71,San Jose Earthquakes,1703,67,78,63
5000,925000,S. Bakış,23,Turkey,66,73,Bursaspor,1461,50,54,44
6000,1000000,N. Solís,23,Argentina,66,75,Club Atlético Huracán,1587,83,31,86
2000,750000,J. Shaughnessy,24,Republic of Ireland,66,72,St. Johnstone FC,1495,73,67,71
1000,825000,D. Petratos,24,Australia,66,69,Newcastle Jets,1770,83,44,79
3000,675000,M. Boman,28,Sweden,66,66,IFK Göteborg,1606,49,84,51
10000,525000,D. Dervite,28,France,66,66,Bolton Wanderers,1419,48,66,43
2000,90000,I. Furios,38,Argentina,66,66,Club Atlético Patronato,1427,39,76,34
1000,825000,A. Ricaurte,25,Colombia,66,70,Atlético Huila,1693,80,37,66
3000,600000,R. Lindkvist,27,Sweden,66,67,AIK Solna,1806,89,69,74
2000,900000,S. Davis,24,United States,66,73,New York Red Bulls,1791,66,64,64
3000,600000,João Góis,27,Portugal,66,67,FC Paços de Ferreira,1659,69,64,74
2000,1200000,Raí,19,Brazil,66,79,Real Zaragoza,1549,76,42,69
6000,800000,D. Rowe,25,England,66,69,Ipswich Town,1582,85,50,81
3000,700000,T. Flanagan,25,Northern Ireland,66,70,Burton Albion,1459,59,78,70
2000,775000,Diego Maurício,26,Brazil,66,67,Gangwon FC,1684,74,51,71
9000,800000,I. Kireev,25,Russia,66,69,FC Rostov,1749,69,63,72
9000,925000,L. Thompson,22,Wales,66,74,Norwich City,1742,68,74,74
3000,650000,L. Mulholland,28,England,66,66,Real Salt Lake,1831,65,72,56
2000,1000000,Hildeberto Pereira,21,Portugal,66,78,Legia Warszawa,1898,83,88,80
1000,775000,P. Hoffmann,25,Germany,66,68,SC Preußen Münster,1667,90,60,61
3000,650000,E. Butin,29,France,66,66,Stade Brestois 29,1624,73,49,72
9000,900000,A. O'Brien,23,Republic of Ireland,66,73,Millwall,1692,77,66,72
12000,825000,J. Holt,24,Scotland,66,70,Rangers,1809,79,70,91
3000,650000,I. Runje,26,Croatia,66,68,Jagiellonia Białystok,1365,40,56,48
10000,475000,M. Al Harbi,29,Saudi Arabia,66,66,Al Ahli,1707,76,61,74
1000,800000,W. Pacheco,22,Colombia,66,74,La Equidad,1634,90,74,75
1000,260000,N. Birones,33,Chile,66,66,San Luis de Quillota,1813,47,88,81
8000,700000,L. Damour,26,France,66,70,Cardiff City,1814,68,73,78
6000,475000,T. Schrammel,29,Austria,66,66,SK Rapid Wien,1807,72,64,72
4000,525000,P. Pervan,29,Austria,66,68,LASK Linz,966,32,28,36
3000,700000,S. Bradley,25,England,66,70,Plymouth Argyle,1452,67,76,61
2000,575000,M. Jeannin,26,Algeria,66,70,Clermont Foot 63,1058,49,19,37
2000,625000,T. Kemp,26,United States,66,67,D.C. United,1774,55,59,64
2000,800000,David Raya,21,Spain,66,76,Blackburn Rovers,1143,40,24,48
2000,475000,M. de Jong,30,Canada,66,66,Vancouver Whitecaps FC,1843,64,74,65
2000,475000,N. Boogaard,30,Australia,66,66,Newcastle Jets,1332,34,75,46
5000,850000,S. Gündüz,23,Germany,66,71,VfL Bochum,1778,77,72,82
2000,675000,A. Uryga,23,Poland,66,68,Wisła Płock,1607,49,62,42
2000,220000,J. Coppinger,36,England,66,66,Doncaster Rovers,1778,61,45,73
3000,900000,Kim Gun Hee,22,Korea Republic,66,72,Suwon Samsung Bluewings,1604,69,69,59
6000,1100000,A. Nordin,19,France,66,78,AS Nancy Lorraine,1627,81,31,71
2000,550000,J. Willis,28,United States,66,68,Houston Dynamo,1129,47,31,52
3000,525000,F. Heerkens,27,Netherlands,66,66,Willem II,1532,53,61,44
2000,400000,I. Jarano,33,Chile,66,66,CD O'Higgins,1699,70,43,63
2000,875000,F. Azemi,25,Norway,66,71,Vålerenga Fotball,1734,77,56,70
2000,600000,M. McGlinchey,30,New Zealand,66,66,Wellington Phoenix,1802,73,41,80
4000,400000,Z. Ljubijankič,33,Slovenia,66,66,Urawa Red Diamonds,1791,77,71,67
8000,475000,J. Martínez,30,Mexico,66,66,Pachuca,1809,70,53,74
2000,575000,Fernando,27,Spain,66,70,UD Almería,1151,49,19,44
3000,475000,Kim Dae Ho,29,Korea Republic,66,66,Pohang Steelers,1744,75,70,73
5000,325000,K. Risgård,34,Denmark,66,66,Aalborg BK,1810,55,62,64
3000,750000,F. Cardozo,22,Argentina,66,72,Arsenal de Sarandí,1535,72,66,59
1000,900000,D. Londoño,22,Colombia,66,76,Envigado FC,1609,69,64,67
7000,850000,N. Trujic,25,Serbia,66,70,FC Tosno,1572,75,,59
3000,850000,F. Cuvelier,24,Belgium,66,71,Walsall,1853,77,60,86
3000,675000,Gerson,25,Brazil,66,69,Gangwon FC,1609,55,76,60
3000,700000,N. Avellaneda,24,Argentina,66,74,Club Atlético Lanús,1086,51,27,44
2000,700000,Y. Boé-Kane,26,France,66,70,AC Ajaccio,1665,66,70,64
4000,750000,V. Rosier,20,France,66,72,Dijon FCO,1629,72,66,56
5000,725000,Borja Herrera,24,Spain,66,71,UD Las Palmas,1805,74,62,76
2000,1200000,Paolo Fernandes,18,Spain,66,79,NAC Breda,1678,77,48,86
2000,525000,T. Nakamura,27,Japan,66,66,Júbilo Iwata,1572,65,56,57
3000,575000,M. Gardyne,31,Scotland,66,66,Ross County FC,1756,81,53,90
3000,825000,A. Wildig,25,England,66,70,Morecambe,1702,74,39,79
1000,425000,C. Pérez,31,Colombia,66,66,Águilas Doradas,1613,66,68,63
1000,700000,D. Mignanelli,24,Italy,66,70,Ascoli,1653,74,56,73
5000,700000,O. Haddadi,25,Tunisia,66,71,Dijon FCO,1630,67,69,55
3000,575000,C. Davies,31,United States,66,66,Philadelphia Union,1676,69,64,69
4000,975000,J. Forster-Caskey,23,England,66,75,Charlton Athletic,1816,74,50,76
14000,975000,U. Zeybek,22,Turkey,66,75,Fenerbahçe SK,1746,74,64,76
6000,775000,Tropi,22,Spain,66,73,Lorca Deportiva CF,1715,64,72,66
1000,775000,E. Mbende,21,Germany,66,73,Chemnitzer FC,1374,41,81,31
2000,750000,K. Kawamata,27,Japan,66,67,Júbilo Iwata,1555,61,67,65
2000,150000,Abel Gómez,35,Spain,66,66,Lorca Deportiva CF,1739,36,69,35
4000,600000,L. Holmes,30,England,66,66,Exeter City,1669,76,40,83
2000,775000,F. Helstrup,24,Denmark,66,73,Arka Gdynia,1470,53,72,58
1000,650000,L. Mosquera,28,Colombia,66,66,Águilas Doradas,1892,70,66,68
2000,875000,S. Scougall,24,Scotland,66,72,St. Johnstone FC,1732,76,68,72
2000,90000,M. Jiménez,36,Mexico,66,66,Querétaro,1717,41,70,67
7000,750000,Luisinho,26,Brazil,66,67,Al Faisaly,1634,74,55,82
6000,875000,H. Koffi,20,Burkina Faso,66,77,LOSC Lille,1010,35,30,40
4000,525000,D. Post,28,Netherlands,66,66,VVV-Venlo,1732,65,44,59
1000,650000,T. Gabuza,29,South Africa,66,66,Orlando Pirates,1572,73,69,51
2000,775000,T. Albutat,24,Germany,66,73,MSV Duisburg,1706,64,70,64
3000,975000,T. Ephestion,22,France,66,75,RC Lens,1702,66,61,60
5000,875000,M. Thiel,24,Germany,66,72,1. FC Heidenheim,1649,69,43,69
2000,425000,H. Hauger,31,Norway,66,66,Strømsgodset IF,1708,58,74,67
2000,425000,Kim Chang Soo,31,Korea Republic,66,66,Ulsan Hyundai Horang-i,1796,69,68,66
2000,220000,M. Rosales,36,Argentina,66,66,Vancouver Whitecaps FC,1688,53,53,63
3000,725000,B. Kuipers,22,Netherlands,66,71,ADO Den Haag,1736,68,71,70
4000,775000,K. Nagasawa,25,Japan,66,67,Urawa Red Diamonds,1545,72,38,73
2000,675000,S. Abdul-Salaam,25,United States,66,69,Sporting Kansas City,1583,74,65,56
4000,500000,S. Cummings,28,Jamaica,66,66,Rotherham United,1735,77,61,77
15000,1300000,Brahim Díaz,17,Spain,66,85,Manchester City,1560,78,28,79
4000,750000,K. Taketomi,26,Japan,66,67,Kashiwa Reysol,1700,61,49,82
2000,700000,Cleylton Santos,24,Brazil,66,70,CF Os Belenenses,1320,46,72,39
0,0,D. Jaković,31,Canada,66,66,,1473,46,73,34
3000,675000,A. Chicksen,25,England,66,69,Bradford City,1693,78,63,61
1000,600000,N. Miatke,27,Germany,66,67,FSV Zwickau,1794,78,71,80
1000,650000,B. Dabanli,27,Turkey,66,69,Rot-Weiß Erfurt,1421,33,70,34
3000,300000,M. Fortuné,35,France,66,66,Southend United,1653,59,60,64
6000,1000000,D. Dražić,21,Serbia,66,76,RC Celta de Vigo,1630,75,71,76
4000,1200000,M. El Hankouri,20,Morocco,66,78,Willem II,1722,83,60,79
5000,925000,R. Koch,20,Germany,66,76,SC Freiburg,1478,51,59,50
2000,525000,K. Madsen,28,Norway,66,66,Strømsgodset IF,1529,56,65,53
3000,425000,R. Cornthwaite,31,Australia,66,66,Western Sydney Wanderers,1344,30,49,33
6000,625000,M. O'Connor,29,Northern Ireland,66,66,Notts County,1832,65,75,64
3000,1000000,P. Kammerbauer,20,Germany,66,78,1. FC Nürnberg,1793,85,79,
3000,750000,A. Fadlalla,23,Qatar,66,72,KAS Eupen,1780,64,76,59
4000,900000,J. Valdez Chamorro,23,Argentina,66,73,Club Atlético Lanús,1851,82,53,70
1000,550000,A. Ligi,27,Italy,66,66,Carpi,1297,65,67,60
1000,675000,S. Ringstad,25,Norway,66,69,Strømsgodset IF,1792,73,75,68
6000,475000,S. Sukharev,30,Russia,66,66,FC Tosno,1645,64,67,55
1000,700000,J. Pardaneos,25,Chile,66,66,Club de Deportes Temuco,1692,73,43,72
1000,650000,M. Könnecke,28,Germany,66,66,FSV Zwickau,1694,90,54,80
17000,750000,D. Henry,24,Canada,66,72,West Ham United,1575,66,81,57
2000,775000,Y. Baraye,25,Senegal,66,68,Parma,1691,73,51,57
4000,825000,Sergi Guardiola,26,Spain,66,69,Córdoba CF,1603,62,68,59
6000,600000,S. Şahin-Radlinger,24,Austria,66,70,Hannover 96,1005,42,16,36
3000,375000,D. Lopar,32,Switzerland,66,66,FC St. Gallen,1061,42,35,44
2000,750000,N. Ansell,23,Australia,66,72,Tondela,1488,57,63,58
2000,900000,J. Bègue,23,France,66,72,Bourg en Bresse Péronnas 01,1714,74,59,84
3000,650000,L. Geminiani,26,Argentina,66,69,Club Atlético Patronato,1601,74,72,70
2000,700000,Pedro Pinto,22,Portugal,66,70,Vitória Setúbal,1493,63,70,45
2000,475000,A. Nordvik,30,Norway,66,66,Viking FK,1716,74,66,73
3000,40000,F. Coppola,39,Italy,66,66,Hellas Verona,1022,34,23,50
2000,600000,V. Agardius,27,Sweden,66,67,Kalmar FF,1631,73,52,71
7000,900000,A. Tamèze,23,France,66,76,OGC Nice,1695,58,67,57
